id,name,city,country,iata,icao,latitude,longitude,altitude,timezone,tz_timezone
3531,Kodiak Airport,Kodiak,United States,ADQ,PADQ,57.75,-152.4940033,23,-08:00,AKDT
3532,Upolu Airport,Hāwī,United States,UPP,PHUP,20.265300750732,-155.86000061035,29,-10:00,HST
3533,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,2,-04:00,EDT
3534,Muskogee-Davis Regional Airport,Muskogee,United States,MKO,KMKO,35.657778,-95.361667,186,-05:00,CDT
3535,Falls International Airport,International Falls,United States,INL,KINL,48.566200256348,-93.403099060059,361,-05:00,CDT
3536,Salt Lake City International Airport,Salt Lake City,United States,SLC,KSLC,40.788398742676,-111.97799682617,1288,-06:00,MDT
3537,Childress Municipal Airport,Childress,United States,CDS,KCDS,34.4337997437,-100.288002014,595,-05:00,CDT
3538,Keesler Air Force Base,Biloxi,United States,BIX,KBIX,30.4104003906,-88.9244003296,10,-05:00,CDT
3539,Lawson Army Air Field (Fort Benning),Fort Benning,United States,LSF,KLSF,32.3372993469,-84.9913024902,70,-04:00,EDT
3540,Kingsville Naval Air Station,Kingsville,United States,NQI,KNQI,27.5072002411,-97.8097000122,15,-05:00,CDT
3541,Marshall Army Air Field,Fort Riley North,United States,FRI,KFRI,39.05530167,-96.76450348,324,-05:00,CDT
3542,Harrisburg International Airport,Harrisburg,United States,MDT,KMDT,40.1935005188,-76.7633972168,94,-04:00,EDT
3543,Lincoln Airport,Lincoln,United States,LNK,KLNK,40.851001739502,-96.759201049805,371,-05:00,CDT
3544,Lansing Capital City,Lansing,United States,LAN,KLAN,42.778701782227,-84.58740234375,262,-04:00,EDT
3545,Waimea Kohala Airport,Waimea,United States,MUE,PHMU,20.001300811768,-155.66799926758,814,-10:00,HST
3546,Massena International Richards Field,Massena,United States,MSS,KMSS,44.93579864502,-74.845596313477,65,-04:00,EDT
3547,Hickory Regional Airport,Hickory,United States,HKY,KHKY,35.74110031,-81.38950348,362,-04:00,EDT
3548,Albert Whitted Airport,Tampa,United States,SPG,KSPG,27.7651,-82.626999,2,-04:00,EDT
3549,Page Field,Fort Myers,United States,FMY,KFMY,26.58659935,-81.8632965088,5,-04:00,EDT
3550,George Bush Intercontinental Houston Airport,Houston,United States,IAH,KIAH,29.984399795532,-95.341400146484,29,-05:00,CDT
3551,Millinocket Municipal Airport,Millinocket,United States,MLT,KMLT,45.64783,-68.68503,122,-04:00,EDT
3552,Joint Base Andrews,Camp Springs,United States,ADW,KADW,38.810799,-76.866997,85,-04:00,EDT
3553,Smith Reynolds Airport,Winston-Salem,United States,INT,KINT,36.133701324463,-80.22200012207,295,-04:00,EDT
3554,Southern California Logistics Airport,Victorville,United States,VCV,KVCV,34.5974998474,-117.383003235,879,-07:00,PDT
3555,Bob Sikes Airport,Crestview,United States,CEW,KCEW,30.778799057,-86.522102356,64,-05:00,CDT
3556,Wheeler Sack Aaf,Fort Drum,United States,GTB,KGTB,44.055619,-75.719458,690,-5,A
3557,St Clair County International Airport,Port Huron,United States,PHN,KPHN,42.9109993,-82.52890015,198,-04:00,EDT
3558,Meadows Field,Bakersfield,United States,BFL,KBFL,35.43360138,-119.0569992,155,-07:00,PDT
3559,El Paso International Airport,El Paso,United States,ELP,KELP,31.80719948,-106.3779984,1206,-06:00,MDT
3560,Valley International Airport,Harlingen,United States,HRL,KHRL,26.228500366211,-97.654403686523,10,-05:00,CDT
3561,Columbia Metropolitan Airport,Columbia,United States,CAE,KCAE,33.938800811768,-81.119499206543,71,-04:00,EDT
3562,Davis Monthan Air Force Base,Tucson,United States,DMA,KDMA,32.1665000916,-110.883003235,824,-07:00,MST
3563,Pensacola Naval Air Station/Forrest Sherman Field,Pensacola,United States,NPA,KNPA,30.35269928,-87.31860352,8,-05:00,CDT
3564,Pensacola International Airport,Pensacola,United States,PNS,KPNS,30.4734,-87.1866,36,-05:00,CDT
3565,Grand Forks Air Force Base,Grand Forks,United States,RDR,KRDR,47.961101532,-97.4011993408,278,-05:00,CDT
3566,William P Hobby Airport,Houston,United States,HOU,KHOU,29.64539909,-95.27890015,14,-05:00,CDT
3567,Lake Brooks Seaplane Base,Savonoski (historical),United States,BKF,5Z9,58.554798126221,-155.77699279785,10,-08:00,AKDT
3568,Northway Airport,Northway,United States,ORT,PAOR,62.9612999,-141.9290009,522,-08:00,AKDT
3569,Warren Bud Woods Palmer Municipal Airport,Palmer,United States,PAQ,PAAQ,61.594898,-149.08901,73,-08:00,AKDT
3570,Pittsburgh International Airport,Pittsburgh,United States,PIT,KPIT,40.49150085,-80.23290253,366,-04:00,EDT
3571,Wiley Post Will Rogers Memorial Airport,Barrow,United States,BRW,PABR,71.285402,-156.766008,13,-08:00,AKDT
3572,Ellington Airport,Houston,United States,EFD,KEFD,29.6072998047,-95.1587982178,9,-05:00,CDT
3573,Whidbey Island Naval Air Station (Ault Field),Oak Harbor,United States,NUW,KNUW,48.351799,-122.655998,14,-07:00,PDT
3574,Alice International Airport,Alice,United States,ALI,KALI,27.7409000397,-98.0269012451,54,-05:00,CDT
3575,Moody Air Force Base,Valdosta,United States,VAD,KVAD,30.9678001404,-83.1930007935,71,-04:00,EDT
3576,Miami International Airport,Miami,United States,MIA,KMIA,25.793199539185,-80.290603637695,2,-04:00,EDT
3577,Seattle Tacoma International Airport,Seattle,United States,SEA,KSEA,47.449001,-122.308998,131,-07:00,PDT
3578,Lovell Field,Chattanooga,United States,CHA,KCHA,35.035301208496,-85.203796386719,208,-04:00,EDT
3579,Igor I Sikorsky Memorial Airport,Bridgeport,United States,BDR,KBDR,41.163501739502,-73.126197814941,2,-04:00,EDT
3580,Jackson-Medgar Wiley Evers International Airport,Jackson,United States,JAN,KJAN,32.3111991882,-90.0758972168,105,-05:00,CDT
3581,Scholes International At Galveston Airport,Galveston,United States,GLS,KGLS,29.265300750732,-94.860397338867,1,-05:00,CDT
3582,Long Beach /Daugherty Field/ Airport,Long Beach,United States,LGB,KLGB,33.81769943,-118.1520004,18,-07:00,PDT
3583,Dillingham Airfield,Mokulēia,United States,HDH,PHDH,21.5795001984,-158.197006226,4,-10:00,HST
3584,Williamsport Regional Airport,Williamsport,United States,IPT,KIPT,41.241798400879,-76.921096801758,161,-04:00,EDT
3585,Indianapolis International Airport,Indianapolis,United States,IND,KIND,39.7173,-86.294403,242,-04:00,EDT
3586,Whiteman Air Force Base,Knob Noster,United States,SZL,KSZL,38.73030090332,-93.547897338867,265,-05:00,CDT
3587,Akron Fulton International Airport,Derby Downs,United States,AKC,KAKR,41.0374984741,-81.4669036865,325,-04:00,EDT
3588,Greenwood–Leflore Airport,Greenwood,United States,GWO,KGWO,33.4943008423,-90.0847015381,49,-04:00,EDT
3589,Westchester County Airport,White Plains,United States,HPN,KHPN,41.067001342773,-73.70760345459,133,-04:00,EDT
3590,Francis S Gabreski Airport,Westhampton Beach,United States,FOK,KFOK,40.8437004089,-72.6317977905,20,-04:00,EDT
3591,Jonesboro Municipal Airport,Jonesboro,United States,JBR,KJBR,35.831699371338,-90.64640045166,79,-05:00,CDT
3592,Stung Treng Airport,Stung Treng,Cambodia,TNX,VDST,13.531900405884,106.01499938965,61,+07:00,+07
3593,Palm Beach County Park Airport,West Palm Beach,United States,LNA,KLNA,26.59300041,-80.08509827,4,-04:00,EDT
3594,North Island Naval Air Station-Halsey Field,San Diego,United States,NZY,KNZY,32.69919968,-117.2149963,7,-07:00,PDT
3595,Biggs Army Air Field (Fort Bliss),El Paso,United States,BIF,KBIF,31.84950066,-106.3799973,1202,-06:00,MDT
3596,Yuma MCAS/Yuma International Airport,Yuma,United States,YUM,KNYL,32.65660095,-114.6060028,64,-07:00,MST
3597,Cavern City Air Terminal,Carlsbad,United States,CNM,KCNM,32.337501525879,-104.26300048828,1004,-06:00,MDT
3598,Duluth International Airport,Duluth,United States,DLH,KDLH,46.8420982361,-92.1936035156,435,-05:00,CDT
3599,Bethel Airport,Bethel,United States,BET,PABE,60.77980042,-161.8379974,38,-08:00,AKDT
3600,Bowman Field,Louisville,United States,LOU,KLOU,38.2280006409,-85.6636962891,166,-04:00,EDT
3601,Sierra Vista Municipal Libby Army Air Field,Sierra Vista,United States,FHU,KFHU,31.588499069214,-110.34400177002,1438,-07:00,MST
3602,Lihue Airport,Lihue,United States,LIH,PHLI,21.975999832153,-159.3390045166,46,-10:00,HST
3603,Terre Haute Regional Airport, Hulman Field,Terre Haute,United States,HUF,KHUF,39.4515,-87.307602,179,-04:00,EDT
3604,Havre City County Airport,Havre,United States,HVR,KHVR,48.54299927,-109.762001,789,-06:00,MDT
3605,Grant County International Airport,Moses Lake,United States,MWH,KMWH,47.20769882,-119.3199997,362,-07:00,PDT
3606,Edward F Knapp State Airport,Barre,United States,MPV,KMPV,44.20349884,-72.56230164,355,-04:00,EDT
3607,San Nicolas Island Nolf,San Nicolas Island,United States,,KNSI,33.239765,-119.45816,506,-8,A
3608,Richmond International Airport,Richmond,United States,RIC,KRIC,37.505199432373,-77.319702148438,50,-04:00,EDT
3609,Shreveport Regional Airport,Shreveport,United States,SHV,KSHV,32.446602,-93.8256,78,-05:00,CDT
3610,Merle K (Mudhole) Smith Airport,Cordova,United States,CDV,PACV,60.4917984,-145.4779968,16,-08:00,AKDT
3611,Norfolk International Airport,Norfolk,United States,ORF,KORF,36.894599914551,-76.201202392578,7,-04:00,EDT
3612,Southeast Texas Regional Airport,Beaumont,United States,BPT,KBPT,29.950799942017,-94.020698547363,4,-05:00,CDT
3613,Savannah Hilton Head International Airport,Savannah,United States,SAV,KSAV,32.12760162,-81.20210266,15,-04:00,EDT
3614,Hill Air Force Base,Ogden,United States,HIF,KHIF,41.12403,-111.973086,1459,-06:00,MDT
3615,Nome Airport,Nome,United States,OME,PAOM,64.512199401855,-165.44500732422,11,-08:00,AKDT
3616,Charlotte Amalie Harbor Seaplane Base,Frenchtown,U.S. Virgin Islands,SPB,VI22,18.338600158691,-64.940696716309,0,-04:00,AST
3617,St Petersburg Clearwater International Airport,Tampa,United States,PIE,KPIE,27.91020012,-82.68740082,3,-04:00,EDT
3618,Menominee Regional Airport,Menominee,United States,MNM,KMNM,45.126701,-87.638397,190,-05:00,CDT
3619,Conroe-North Houston Regional Airport,Houston,United States,CXO,KCXO,30.351801,-95.414497,74,-05:00,CDT
3620,Deadhorse Airport,Prudhoe Bay,United States,SCC,PASC,70.19470215,-148.4649963,19,-08:00,AKDT
3621,San Antonio International Airport,San Antonio,United States,SAT,KSAT,29.533701,-98.469803,246,-05:00,CDT
3622,Greater Rochester International Airport,Rochester,United States,ROC,KROC,43.118900299072,-77.672401428223,170,-04:00,EDT
3623,Patrick Air Force Base,Cocoa Beach,United States,COF,KCOF,28.2348995209,-80.6100997925,2,-04:00,EDT
3624,Teterboro Airport,Teterboro,United States,TEB,KTEB,40.8501014709,-74.060798645,2,-04:00,EDT
3625,Ellsworth Air Force Base,Rapid City,United States,RCA,KRCA,44.14500046,-103.1039963,998,-06:00,MDT
3626,Raleigh Durham International Airport,Raleigh,United States,RDU,KRDU,35.877601623535,-78.787498474121,132,-04:00,EDT
3627,James M Cox Dayton International Airport,Dayton,United States,DAY,KDAY,39.902400970459,-84.219398498535,307,-04:00,EDT
3628,Kenai Municipal Airport,Kenai,United States,ENA,PAEN,60.573101043701,-151.24499511719,30,-08:00,AKDT
3629,Mc Alester Regional Airport,McAlester,United States,MLC,KMLC,34.882401,-95.783501,234,-05:00,CDT
3630,Niagara Falls International Airport,Niagara Falls,United States,IAG,KIAG,43.107299804688,-78.946197509766,179,-04:00,EDT
3631,Coulter Field,Bryan,United States,CFD,KCFD,30.7157001495,-96.3313980103,111,-05:00,CDT
3632,Wright Aaf,Wright,United States,,KLHW,31.889097,-81.562333,45,-5,A
3633,Newport News Williamsburg International Airport,Newport News,United States,PHF,KPHF,37.13190079,-76.49299622,12,-04:00,EDT
3634,Esler Regional Airport,Alexandria,United States,ESF,KESF,31.3948993683,-92.2957992554,34,-04:00,EDT
3635,Altus Air Force Base,Altus,United States,LTS,KLTS,34.667098999,-99.2667007446,421,-05:00,CDT
3636,Tucson International Airport,Tucson,United States,TUS,KTUS,32.116100311279,-110.94100189209,805,-07:00,MST
3637,Minot Air Force Base,Minot,United States,MIB,KMIB,48.4156,-101.358002,508,-05:00,CDT
3638,Beale Air Force Base,Marysville,United States,BAB,KBAB,39.136100769,-121.43699646,34,-07:00,PDT
3639,Greater Kankakee Airport,Kankakee,United States,IKK,KIKK,41.0713996887,-87.8462982178,192,-05:00,CDT
3640,Seymour Johnson Air Force Base,Goldsboro,United States,GSB,KGSB,35.33940125,-77.96060181,33,-04:00,EDT
3641,Theodore Francis Green State Airport,Providence,United States,PVD,KPVD,41.732601,-71.420403,16,-04:00,EDT
3642,Salisbury Ocean City Wicomico Regional Airport,Salisbury,United States,SBY,KSBY,38.34049987793,-75.510299682617,15,-04:00,EDT
3643,Rancho Murieta,Rancho Murieta,United States,RIU,KRIU,38.486778,-121.102778,141,-8,A
3644,Bob Hope Airport,Burbank,United States,BUR,KBUR,34.200698852539,-118.35900115967,237,-07:00,PDT
3645,Detroit Metropolitan Wayne County Airport,Detroit,United States,DTW,KDTW,42.212398529053,-83.353401184082,196,-04:00,EDT
3646,Tampa International Airport,Tampa,United States,TPA,KTPA,27.975500106812,-82.533203125,7,-04:00,EDT
3647,Pembina Municipal Airport,Pembina,United States,PMB,KPMB,48.9425010681,-97.2407989502,242,-05:00,CDT
3648,Polk Army Air Field,Fort Polk,United States,POE,KPOE,31.0447998,-93.1917038,100,-05:00,CDT
3649,Eielson Air Force Base,Fairbanks,United States,EIL,PAEI,64.66570282,-147.102005,166,-08:00,AKDT
3650,Range Regional Airport,Hibbing,United States,HIB,KHIB,47.38660049,-92.83899689,412,-05:00,CDT
3651,Angelina County Airport,Lufkin,United States,LFK,KLFK,31.2339992523,-94.75,90,-05:00,CDT
3652,Midland International Airport,Midland,United States,MAF,KMAF,31.942499160767,-102.202003479,875,-05:00,CDT
3653,Austin Straubel International Airport,Green Bay,United States,GRB,KGRB,44.48509979248,-88.129600524902,211,-05:00,CDT
3654,Ardmore Municipal Airport,Ardmore,United States,ADM,KADM,34.30301,-97.0196342,236,-05:00,CDT
3655,Mc Guire Air Force Base,Wrightstown,United States,WRI,KWRI,40.0155983,-74.59169769,39,-05:00,CDT
3656,Şırnak Şerafettin Elçi Airport,Cizre,Turkey,NKT,LTCV,37.3647,42.0582,621,+03:00,+03
3657,Salina Gunnison Airport,Salina,United States,SBO,44U,39.0290985107,-111.837997437,1572,-06:00,MDT
3658,Augusta Regional At Bush Field,Augusta,United States,AGS,KAGS,33.369899749756,-81.964500427246,43,-04:00,EDT
3659,Sloulin Field International Airport,Williston,United States,ISN,KISN,48.177898407,-103.641998291,604,-05:00,CDT
3660,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,United States,LIT,KLIT,34.7294006348,-92.2242965698,79,-05:00,CDT
3661,New York Stewart International Airport,New York City,United States,SWF,KSWF,41.504101,-74.104797,149,-04:00,EDT
3662,Baudette International Airport,Baudette,United States,BDE,KBDE,48.7284011841,-94.612197876,330,-05:00,CDT
3663,Sacramento Executive Airport,Sacramento,United States,SAC,KSAC,38.5125007629,-121.492996216,7,-07:00,PDT
3664,Homer Airport,Homer,United States,HOM,PAHO,59.645599365234,-151.47700500488,25,-08:00,AKDT
3665,Waynesville-St. Robert Regional Forney field,Fort Leonard Wood,United States,TBN,KTBN,37.74160004,-92.14070129,353,-05:00,CDT
3666,Dobbins Air Reserve Base,Marietta,United States,MGE,KMGE,33.91540146,-84.51629639,325,-04:00,EDT
3667,Fairchild Air Force Base,Spokane,United States,SKA,KSKA,47.6151008606,-117.65599823,750,-07:00,PDT
3668,Roscommon County - Blodgett Memorial Airport,Houghton Lake,United States,HTL,KHTL,44.359798,-84.671095,350,-04:00,EDT
3669,Tyndall Air Force Base,Panama City,United States,PAM,KPAM,30.0695991516,-85.5754013062,5,-05:00,CDT
3670,Dallas Fort Worth International Airport,Dallas,United States,DFW,KDFW,32.896801,-97.038002,185,-05:00,CDT
3671,Melbourne International Airport,Melbourne,United States,MLB,KMLB,28.102800369263,-80.645301818848,10,-04:00,EDT
3672,McChord Air Force Base,Tacoma,United States,TCM,KTCM,47.1376991272,-122.475997925,98,-07:00,PDT
3673,Austin Bergstrom International Airport,Austin,United States,AUS,KAUS,30.194499969482,-97.669898986816,165,-05:00,CDT
3674,Rickenbacker International Airport,Columbus,United States,LCK,KLCK,39.813801,-82.927803,226,-04:00,EDT
3675,Sawyer Intl,Gwinn,United States,,KSAW,46.353625,-87.395353,1221,-5,A
3676,McGhee Tyson Airport,Knoxville,United States,TYS,KTYS,35.81100082,-83.9940033,298,-04:00,EDT
3677,Hood Army Air Field,Walker Village,United States,HLR,KHLR,31.1387004852,-97.7145004272,281,-05:00,CDT
3678,St Louis Lambert International Airport,St. Louis,United States,STL,KSTL,38.748697,-90.370003,188,-05:00,CDT
3679,Millville Municipal Airport,Millville,United States,MIV,KMIV,39.367802,-75.072197,25,-04:00,EDT
3680,Sheppard Air Force Base-Wichita Falls Municipal Airport,Wichita Falls,United States,SPS,KSPS,33.9888,-98.491898,310,-05:00,CDT
3681,Cincinnati Municipal Airport Lunken Field,Cincinnati,United States,LUK,KLUK,39.10329819,-84.41860199,147,-04:00,EDT
3682,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,312,-04:00,EDT
3683,Castle Airport,Merced,United States,MER,KMER,37.38050079,-120.5680008,58,-07:00,PDT
3684,Mc Clellan Airfield,Sacramento,United States,MCC,KMCC,38.66759872,-121.401001,23,-07:00,PDT
3685,Gerald R. Ford International Airport,Grand Rapids,United States,GRR,KGRR,42.88079834,-85.52279663,241,-04:00,EDT
3686,Winkler County Airport,Wink,United States,INK,KINK,31.7796001434,-103.200996399,860,-05:00,CDT
3687,Fresno Yosemite International Airport,Fresno,United States,FAT,KFAT,36.776199,-119.718002,102,-07:00,PDT
3688,Vero Beach Regional Airport,Vero Beach,United States,VRB,KVRB,27.6556,-80.417901,7,-04:00,EDT
3689,Imperial County Airport,Imperial,United States,IPL,KIPL,32.8342018127,-115.57900238,-16,-07:00,PDT
3690,Nashville International Airport,Nashville,United States,BNA,KBNA,36.124500274658,-86.678199768066,182,-05:00,CDT
3691,Laredo International Airport,Laredo,United States,LRD,KLRD,27.543800354004,-99.461601257324,154,-05:00,CDT
3692,Elmendorf Air Force Base,Anchorage,United States,EDF,PAED,61.250999450684,-149.80700683594,64,-08:00,AKDT
3693,Ralph Wien Memorial Airport,Kotzebue,United States,OTZ,PAOT,66.88469696,-162.598999,4,-08:00,AKDT
3694,Altoona Blair County Airport,Altoona,United States,AOO,KAOO,40.29639816,-78.31999969,458,-04:00,EDT
3695,Dyess Air Force Base,Abilene,United States,DYS,KDYS,32.4207992554,-99.854598999,545,-05:00,CDT
3696,South Arkansas Regional At Goodwin Field,El Dorado,United States,ELD,KELD,33.221000671387,-92.813301086426,84,-05:00,CDT
3697,La Guardia Airport,New York City,United States,LGA,KLGA,40.77719879,-73.87259674,6,-04:00,EDT
3698,Tallahassee Regional Airport,Tallahassee,United States,TLH,KTLH,30.396499633789,-84.350303649902,24,-04:00,EDT
3699,Dupage Airport,Chicago,United States,DPA,KDPA,41.90779877,-88.24859619,231,-05:00,CDT
3700,Waco Regional Airport,Waco,United States,ACT,KACT,31.611299514771,-97.230499267578,157,-05:00,CDT
3701,Augusta State Airport,Augusta,United States,AUG,KAUG,44.3205986023,-69.7973022461,107,-04:00,EDT
3702,Injune Airport,Injune,Australia,INJ,YINJ,-25.851,148.5497,122,+10:00,AEST
3703,Jacksonville Naval Air Station (Towers Field),Jacksonville,United States,NIP,KNIP,30.2358,-81.680603,6,-04:00,EDT
3704,McKellar-Sipes Regional Airport,Jackson,United States,MKL,KMKL,35.599899,-88.915604,132,-05:00,CDT
3705,Molokai Airport,Ho‘olehua,United States,MKK,PHMK,21.152900695801,-157.09599304199,138,-10:00,HST
3706,Godman Army Air Field,Fort Knox,United States,FTK,KFTK,37.9071006775,-85.9720993042,230,-04:00,EDT
3707,New River Mcas,Jacksonville,United States,,KNCA,34.708417,-77.439667,26,-5,A
3708,San Angelo Regional Mathis Field,San Angelo,United States,SJT,KSJT,31.3577003479,-100.49600219727,584,-05:00,CDT
3709,Calexico International Airport,Calexico,United States,CXL,KCXL,32.6694984436,-115.513000488,1,-07:00,PDT
3710,Chico Municipal Airport,Chico,United States,CIC,KCIC,39.79539871,-121.8580017,73,-07:00,PDT
3711,Burlington International Airport,Burlington,United States,BTV,KBTV,44.4719009399,-73.1532974243,102,-04:00,EDT
3712,Jacksonville International Airport,Jacksonville,United States,JAX,KJAX,30.494100570679,-81.687896728516,9,-04:00,EDT
3713,Durango La Plata County Airport,Durango,United States,DRO,KDRO,37.1515007019,-107.753997803,2037,-06:00,MDT
3714,Washington Dulles International Airport,Washington,United States,IAD,KIAD,38.94449997,-77.45580292,95,-04:00,EDT
3715,Easterwood Field,College Station,United States,CLL,KCLL,30.58860016,-96.36380005,97,-05:00,CDT
3716,Felts Field,Spokane,United States,SFF,KSFF,47.682800292969,-117.32299804688,595,-07:00,PDT
